//*[==========================================================================]
//* MU Online - EvilDemon - 2025                                                                                       
//*[==========================================================================]

0
//====================================================================================================================================================================================================================================================================================================================================================
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   DamageMin   DamageMax   AttackSpeed   Durability   MagicDurability   MagicDamageRate   ReqLevel   ReqStrength   ReqDexterity   ReqEnergy   ReqVitality   ReqLeadership   SetAttr   DW   DK   FE   MG   DL   SU   RF
//====================================================================================================================================================================================================================================================================================================================================================
//Sets ex700
//============================================================================================================================================================================================================================================================================================================================================================
88       4      0       2       2        1            1            1          "Magic Knight Pants"                 145     60        0              90           379        48            17             142         0             0               0      0       0       0       3       0       0       0  
89       4      0       2       2        1            1            1          "Lazy Wind Pants"                    145     75        0              90           379        67            151            0           0             0               0      0       3       0       0       0       0       0  
90       4      0       2       2        1            1            1          "Dark Devil Pants"                   145     53        0              90           379        45            13             171         0             0               0      3       0       0       0       0       0       0  
91       4      0       2       2        1            1            1          "Stormwing Pants"                    145     83        0              90           379        200           33             0           0             0               0      0       3       0       0       0       0       0  
92       4      0       2       2        1            1            1          "Sticky Pants"                       145     62        0              90           379        48            180            0           0             0               0      0       0       3       0       0       0       0  
93       4      0       2       2        1            1            1          "Hell Night Pants"                   145     75        0              90           379        194           52             0           0             0               0      0       0       0       3       0       0       0  
94       4      0       2       2        1            1            1          "Ambition Pants"                     145     55        0              90           379        112           22             0           0             0               0      0       0       0       0       3       0       0  
95       4      0       2       2        1            1            1          "Succubus Pants"                     145     50        0              90           379        56            19             157         0             0               0      0       0       0       0       0       3       0  
96	     4	    0	    2	    2	     1	          1	           1	      "BloodyDragon Pants"			       145	   63	     0	            86		     379		222			  32			 0			 0			   0		       0	  0		  0		  0		  0		  0	      0		  3
97       4      0       2       2        1            1            1          "Light Lord Pants"                   145     55        0              90           379        14            31             127         0             0               0      0       0       3       0       0       0       0  
//============================================================================================================================================================================================================================================================================================================================================================
//Sets RF S12
//============================================================================================================================================================================================================================================================================================================================================================
98       4      0       2       2        1            1            1          "Tigris Pants"                       111     53        0              86           379        68            20             0           0             0               0      0       0       0       0       0       0       1
99       4      0       2       2        1            1            1          "Crimson Skull Pants"                143     62        0              90           379        73            21             0           0             0               0      0       0       0       0       0       0       1
//============================================================================================================================================================================================================================================================================================================================================================
//Sets BloodAngel
//============================================================================================================================================================================================================================================================================================================================================================
100      4      0       2       2        1            1            0          "Bloodangel Wizard Pants"            150     49        0              100          379        44            14             0           0             0               0      3       0       0       0       0       0       0
101      4      0       2       2        1            1            0          "Bloodangel Knight Pants"            150     75        0              100          379        157           45             0           0             0               0      0       3       0       0       0       0       0
102      4      0       2       2        1            1            0          "Bloodangel Elf Pant"           	   150     58        0              100          379        36            80             0           0             0               0      0       0       3       0       0       0       0
103      4      0       2       2        1            1            0          "Bloodangel Magic Pants"         	   150     71        0              100          379        136           56             0           0             0               0      0       0       0       3       0       0       0
104      4      0       2       2        1            1            0          "Bloodangel Lord Pants"              150     49        0              100          379        61            16             0           0             0               0      0       0       0       0       3       0       0
105      4      0       2       2        1            1            0          "Bloodangel Summoner Pants"          150     47        0              100          379        36            12             0           0             0               0      0       0       0       0       0       3       0
106      4      0       2       2        1            1            0          "Bloodangel Fighter Pants"           150     56        0              100          379        76            0              0           0             0               0      0       0       0       0       0       0       3
//============================================================================================================================================================================================================================================================================================================================================================
//Sets DarkAngel
//============================================================================================================================================================================================================================================================================================================================================================
107      4      0       2       2        1            1            0          "Darkangel Wizard Pants"             150     74        0              100          379        44            14             0           0             0               0      3       0       0       0       0       0       0
108      4      0       2       2        1            1            0          "Darkangel Knight Pants"             150     100       0              100          379        157           45             0           0             0               0      0       3       0       0       0       0       0
109      4      0       2       2        1            1            0          "Darkangel Elf Pants"                150     83        0              100          379        36            80             0           0             0               0      0       0       3       0       0       0       0
110      4      0       2       2        1            1            0          "Darkangel Magic Pants"              150     96        0              100          379        136           56             0           0             0               0      0       0       0       3       0       0       0
111      4      0       2       2        1            1            0          "Darkangel Lord Pants"               150     74        0              100          379        61            16             0           0             0               0      0       0       0       0       3       0       0
112      4      0       2       2        1            1            0          "Darkangel Summoner Pants"           150     72        0              100          379        36            12             0           0             0               0      0       0       0       0       0       3       0
113      4      0       2       2        1            1            0          "Darkangel Fighter Pants"            150     81        0              100          379        76            0              0           0             0               0      0       0       0       0       0       0       3
//============================================================================================================================================================================================================================================================================================================================================================
//Sets HolyAngel
//============================================================================================================================================================================================================================================================================================================================================================
114      4      0       2       2        1            1            0          "Holyangel Wizard Pants"             150     150       0              100          379        157           45             0           0             0               0      3       0       0       0       0       0       0
115      4      0       2       2        1            1            0          "Holyangel Knight Pants"             150     124       0              100          379        44            14             0           0             0               0      0       3       0       0       0       0       0
116      4      0       2       2        1            1            0          "Holyangel Elf Pants"                150     133       0              100          379        36            80             0           0             0               0      0       0       3       0       0       0       0
117      4      0       2       2        1            1            0          "Holyangel Lord Pants"               150     124       0              100          379        61            16             0           0             0               0      0       0       0       0       3       0       0
118      4      0       2       2        1            1            0          "Holyangel Summoner Pants"           150     122       0              100          379        36            12             0           0             0               0      0       0       0       0       0       3       0
119      4      0       2       2        1            1            0          "Holyangel Fighter Pants"            150     131       0              100          379        76            0              0           0             0               0      0       0       0       0       0       0       3
120      4      0       2       2        1            1            0          "Holyangel Magic Pants"              150     136       0              100          379        136           56             0           0             0               0      0       0       0       3       0       0       0
//============================================================================================================================================================================================================================================================================================================================================================
//Sets Awakening Soul 
//============================================================================================================================================================================================================================================================================================================================================================
121      4      0       2       2        1            1            0          "Awakening Soul Wizard Pants"        150     169       0              100          379        44            14             0           0             0               0      3       0       0       0       0       0       0
122      4      0       2       2        1            1            0          "Awakening Soul Knight Pants"        150     195       0              100          379        157           45             0           0             0               0      0       3       0       0       0       0       0
123      4      0       2       2        1            1            0          "Awakening Soul Elf Pants"       	   150     180       0              100          379        36            80             0           0             0               0      0       0       3       0       0       0       0
124      4      0       2       2        1            1            0          "Awakening Soul Magic Pants"     	   150     181       0              100          379        136           56             0           0             0               0      0       0       0       3       0       0       0
125      4      0       2       2        1            1            0          "Awakening Soul Lord Pants"          150     169       0              100          379        61            16             0           0             0               0      0       0       0       0       3       0       0
126      4      0       2       2        1            1            0          "Awakening Soul Summoner Pants"      150     169       0              100          379        36            12             0           0             0               0      0       0       0       0       0       3       0
127      4      0       2       2        1            1            0          "Awakening Soul Fighter Pants"       150     176       0              100          379        76            0              0           0             0               0      0       0       0       0       0       0       3
//============================================================================================================================================================================================================================================================================================================================================================
//Sets Blue Eye 
//============================================================================================================================================================================================================================================================================================================================================================
128      4      0       2       2        1            1            0          "Blue Eye Wizard Pants"              150     214       0              100          379        44            14             0           0             0               0      3       0       0       0       0       0       0
129      4      0       2       2        1            1            0          "Blue Eye Knight Pants"              150     240       0              100          379        157           45             0           0             0               0      0       3       0       0       0       0       0
130      4      0       2       2        1            1            0          "Blue Eye Elf Pants"        	       150     225       0              100          379        36            80             0           0             0               0      0       0       3       0       0       0       0
131      4      0       2       2        1            1            0          "Blue Eye Magic Pants"      	       150     226       0              100          379        136           56             0           0             0               0      0       0       0       3       0       0       0
132      4      0       2       2        1            1            0          "Blue Eye Lord Pants"                150     214       0              100          379        61            16             0           0             0               0      0       0       0       0       3       0       0
133      4      0       2       2        1            1            0          "Blue Eye Summoner Pants"            150     214       0              100          379        36            12             0           0             0               0      0       0       0       0       0       3       0
134      4      0       2       2        1            1            0          "Blue Eye Fighter Pants"             150     221       0              100          379        76            0              0           0             0               0      0       0       0       0       0       0       3
//============================================================================================================================================================================================================================================================================================================================================================
//Sets SilverHeart
//============================================================================================================================================================================================================================================================================================================================================================
135      4      0       2       2        1            1            0          "Silverheart Wizard Pants"           150     259       0              100          379        44            14             0           0             0               0      3       0       0       0       0       0       0
136      4      0       2       2        1            1            0          "Silverheart Knight Pants"           150     285       0              100          379        157           45             0           0             0               0      0       3       0       0       0       0       0
137      4      0       2       2        1            1            0          "Silverheart Elf Pants"          	   150     270       0              100          379        36            80             0           0             0               0      0       0       3       0       0       0       0
138      4      0       2       2        1            1            0          "Silverheart Magic Pants"        	   150     271       0              100          379        136           56             0           0             0               0      0       0       0       3       0       0       0
139      4      0       2       2        1            1            0          "Silverheart Lord Pants"             150     259       0              100          379        61            16             0           0             0               0      0       0       0       0       3       0       0
140      4      0       2       2        1            1            0          "Silverheart Summoner Pants"         150     259       0              100          379        36            12             0           0             0               0      0       0       0       0       0       3       0
141      4      0       2       2        1            1            0          "Silverheart Fighter Pants"          150     266       0              100          379        76            0              0           0             0               0      0       0       0       0       0       0       3
//============================================================================================================================================================================================================================================================================================================================================================
//Sets Manticore
//============================================================================================================================================================================================================================================================================================================================================================
142		 4	    0	    2	    2	     1	          1	           0	      "Manticore Wizard Pants"			   150	   304	     0	    	    100			 379		44	  		  14			 0			 0		       0			   0	  3		  0		  0		  0		  0		  0		  0
143	     4	    0	    2	    2	     1	          1	           0	      "Manticore Knight Pants"			   150	   330	     0	    	    100			 379		15	  		  45			 0			 0		       0			   0	  0		  3		  0		  0		  0		  0		  0
144	     4	    0	    2	    2	     1	          1	           0	      "Manticore Elf Pants"			  	   150	   315	     0	    	    100			 379		36	  		  80			 0			 0		       0			   0	  0		  0		  3		  0		  0		  0		  0
145	     4	    0	    2	    2	     1	          1	           0	      "Manticore Magic Pants"			   150	   316	     0	    	    100			 379		13	  		  56			 0			 0		       0			   0	  0		  0		  0		  3		  0		  0		  0
146	     4	    0	    2	    2	     1	          1	           0	      "Manticore Lord Pants"			   150	   304	     0	    	    100			 379		61	  		  16			 0			 0		       0			   0	  0		  0		  0		  0		  3		  0		  0
147	     4	    0	    2	    2	     1	          1	           0	      "Manticore Summon Pants"			   150	   304	     0	    	    100			 379		36	  		  12			 0			 0		       0			   0	  0		  0		  0		  0		  0		  3		  0
148	     4	    0	    2	    2	     1	          1	           0	      "Manticore Fighter Pants"		   	   150	   311	     0	    	    100			 379		76	  		  0			     0			 0		       0			   0	  0		  0		  0		  0		  0		  0		  3
//============================================================================================================================================================================================================================================================================================================================================================
//Sets Manticore
//============================================================================================================================================================================================================================================================================================================================================================
149		 4	    0	    2	    2	     1	          1	           0	      "Brilliant Wizard Pants"			   150	   428	     0	    	    100			 379		44	  		  14			 0			 0		       0			   0	  3		  0		  0		  0		  0		  0		  0
150	     4	    0	    2	    2	     1	          1	           0	      "Brilliant Knight Pants"			   150	   454	     0	    	    100			 379		15	  		  45			 0			 0		       0			   0	  0		  3		  0		  0		  0		  0		  0
151	     4	    0	    2	    2	     1	          1	           0	      "Brilliant Elf Pants"			  	   150	   442 	     0	    	    100			 379		36	  		  80			 0			 0		       0			   0	  0		  0		  3		  0		  0		  0		  0
152	     4	    0	    2	    2	     1	          1	           0	      "Brilliant Magic Pants"			   150	   438	     0	    	    100			 379		13	  		  56			 0			 0		       0			   0	  0		  0		  0		  3		  0		  0		  0
153	     4	    0	    2	    2	     1	          1	           0	      "Brilliant Lord Pants"			   150	   438	     0	    	    100			 379		61	  		  16			 0			 0		       0			   0	  0		  0		  0		  0		  3		  0		  0
154	     4	    0	    2	    2	     1	          1	           0	      "Brilliant Summon Pants"			   150	   433	     0	    	    100			 379		36	  		  12			 0			 0		       0			   0	  0		  0		  0		  0		  0		  3		  0
155	     4	    0	    2	    2	     1	          1	           0	      "Brilliant Fighter Pants"		   	   150	   444	     0	    	    100			 379		76	  		  0			     0			 0		       0			   0	  0		  0		  0		  0		  0		  0		  3
//============================================================================================================================================================================================================================================================================================================================================================
//Sets Apocalypse
//============================================================================================================================================================================================================================================================================================================================================================
156		 4	    0	    2	    2	     1	          1	           0	      "Apocalypse Wizard Pants"			   150	   304	     0	    	    100			 379		44	  		  14			 0			 0		       0			   0	  3		  0		  0		  0		  0		  0		  0
157	     4	    0	    2	    2	     1	          1	           0	      "Apocalypse Knight Pants"			   150	   330	     0	    	    100			 379		15	  		  45			 0			 0		       0			   0	  0		  3		  0		  0		  0		  0		  0
158	     4	    0	    2	    2	     1	          1	           0	      "Apocalypse Elf Pants"			   150	   315	     0	    	    100			 379		36	  		  80			 0			 0		       0			   0	  0		  0		  3		  0		  0		  0		  0
159	     4	    0	    2	    2	     1	          1	           0	      "Apocalypse Magic Pants"			   150	   316	     0	    	    100			 379		13	  		  56			 0			 0		       0			   0	  0		  0		  0		  3		  0		  0		  0
160	     4	    0	    2	    2	     1	          1	           0	      "Apocalypse Lord Pants"			   150	   304	     0	    	    100			 379		61	  		  16			 0			 0		       0			   0	  0		  0		  0		  0		  3		  0		  0
161	     4	    0	    2	    2	     1	          1	           0	      "Apocalypse Summon Pants"			   150	   304	     0	    	    100			 379		36	  		  12			 0			 0		       0			   0	  0		  0		  0		  0		  0		  3		  0
162	     4	    0	    2	    2	     1	          1	           0	      "Apocalypse Fighter Pants"		   150	   311	     0	    	    100			 379		76	  		  0			     0			 0		       0			   0	  0		  0		  0		  0		  0		  0		  3
//============================================================================================================================================================================================================================================================================================================================================================
//Sets Primordial Lightning
//============================================================================================================================================================================================================================================================================================================================================================
163		 4	    0	    2	    2	     1	          1	           0	      "Lightning Wizard Pants"			   150	   428	     0	    	    100			 379		44	  		  14			 0			 0		       0			   0	  3		  0		  0		  0		  0		  0		  0
164	     4	    0	    2	    2	     1	          1	           0	      "Lightning Knight Pants"			   150	   454	     0	    	    100			 379		15	  		  45			 0			 0		       0			   0	  0		  3		  0		  0		  0		  0		  0
165	     4	    0	    2	    2	     1	          1	           0	      "Lightning Elf Pants"			  	   150	   442 	     0	    	    100			 379		36	  		  80			 0			 0		       0			   0	  0		  0		  3		  0		  0		  0		  0
166	     4	    0	    2	    2	     1	          1	           0	      "Lightning Magic Pants"			   150	   438	     0	    	    100			 379		13	  		  56			 0			 0		       0			   0	  0		  0		  0		  3		  0		  0		  0
167	     4	    0	    2	    2	     1	          1	           0	      "Lightning Lord Pants"			   150	   438	     0	    	    100			 379		61	  		  16			 0			 0		       0			   0	  0		  0		  0		  0		  3		  0		  0
168	     4	    0	    2	    2	     1	          1	           0	      "Lightning Summon Pants"			   150	   433	     0	    	    100			 379		36	  		  12			 0			 0		       0			   0	  0		  0		  0		  0		  0		  3		  0
169	     4	    0	    2	    2	     1	          1	           0	      "Lightning Fighter Pants"		   	   150	   444	     0	    	    100			 379		76	  		  0			     0			 0		       0			   0	  0		  0		  0		  0		  0		  0		  3
//============================================================================================================================================================================================================================================================================================================================================================
//Sets RF S12
//============================================================================================================================================================================================================================================================================================================================================================
300      4      0       2       2        1            1            0          "Imperial Dragon Pants[Z-1]"         116     74        0              86           380        222           32             0           0             0               0      0       1       0       0       0       0       0
301      4      0       2       2        1            1            0          "Brave Pants(380)"                   112     58        0              86           380        74            162            0           0             0               0      0       1       0       0       0       0       0
302      4      0       2       2        1            1            0          "Phantom  Pants(380)"                115     66        0              86           380        212           57             0           0             0               0      0       0       0       1       0       0       0
303      4      0       2       2        1            1            0          "Destroy Pants(380)"                 113     51        0              86           380        62            19             165         0             0               0      0       0       0       1       0       0       0
304      4      0       2       2        1            1            0          "Seraphim Pants(380)"                116     53        0              86           380        55            197            0           0             0               0      0       0       1       0       0       0       0
305      4      0       2       2        1            1            0          "Divine Pants(380)"                  109     46        0              86           380        32            29             138         0             0               0      0       0       1       0       0       0       0
306      4      0       2       2        1            1            0          "Royal Pants(380)"                   116     46        0              86           380        105           38             0           0             0               0      0       0       0       0       1       0       0
307      4      0       2       2        1            1            0          "Hades Pants(380)"                   114     44        0              86           380        60            15             181         0             0               0      1       0       0       0       0       0       0
308	     4		0		2		2		 1			  1	           0	      "Queen Armor(380)"			   	   115	   80	     0	            86	         380	    53	          15	         176	     0	           0	           0	  0	 	  0	  	  0	  	  0	 	  0	  	  2	  	  0
309      4      0       2       2        1            1            0          "New Dragon Pants"                   111     63        0              86           380        222           32             0           0             0               0      0       1       0       0       0       0       0
310      4      0       2       2        1            1            0          "New Guardian Pants"                 111     63        0              86           380        222           32             0           0             0               0      0       0       1       0       0       0       0
311      4    	0       2       2        1            1            0          "New Legendary Pants"                111     63        0              86           380        222           32             0           0             0               0      1       0       0       0       0       0       0
end


10
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   Defense   AttackSpeed   Durability   ReqLevel   ReqStrength   ReqDexterity   ReqEnergy   ReqVitality   ReqLeadership   None   DW      DK      FE      MG      DL      SU      RF
0        5      0       2       2        1            1            1          "Bronze Gloves"                      13      4         4             34           0          80            20             0           0             0               0      0       1       0       1       1       0       0
1        5      0       2       2        1            1            1          "Dragon Gloves"                      52      14        6             68           0          120           30             0           0             0               0      0       1       0       1       0       0       0
2        5      0       2       2        1            1            1          "Pad Gloves"                         3       2         0             28           0          20            0              0           0             0               0      1       0       0       1       0       0       0
3        5      0       2       2        1            1            1          "Legendary Gloves"                   44      11        0             42           0          20            0              0           0             0               0      1       0       0       1       0       0       0
4        5      0       2       2        1            1            1          "Bone Gloves"                        14      5         0             30           0          20            0              0           0             0               0      1       0       0       1       0       0       0
5        5      0       2       2        1            1            1          "Leather Gloves"                     4       2         8             30           0          80            0              0           0             0               0      0       1       0       1       1       0       0
6        5      0       2       2        1            1            1          "Scale Gloves"                       22      7         10            40           0          110           0              0           0             0               0      0       1       0       1       1       0       0
7        5      0       2       2        1            1            1          "Sphinx Gloves"                      28      8         0             36           0          20            0              0           0             0               0      1       0       0       1       0       0       0
8        5      0       2       2        1            1            1          "Brass Gloves"                       32      9         8             44           0          100           30             0           0             0               0      0       1       0       1       0       0       0
9        5      0       2       2        1            1            1          "Plate Gloves"                       42      12        4             50           0          130           0              0           0             0               0      0       1       0       1       0       0       0
10       5      0       2       2        1            1            1          "Vine Gloves"                        4       2         4             22           0          30            60             0           0             0               0      0       0       1       0       0       0       0
11       5      0       2       2        1            1            1          "Silk Gloves"                        14      4         8             26           0          30            70             0           0             0               0      0       0       1       0       0       0       0
12       5      0       2       2        1            1            1          "Wind Gloves"                        26      6         10            32           0          30            80             0           0             0               0      0       0       1       0       0       0       0
13       5      0       2       2        1            1            1          "Spirit Gloves"                      38      9         4             38           0          40            80             0           0             0               0      0       0       1       0       0       0       0
14       5      0       2       2        1            1            1          "Guardian Gloves"                    50      15        6             45           0          40            80             0           0             0               0      0       0       1       0       0       0       0
15       5      0       2       2        1            1            1          "Storm Crow Gloves"                  70      20        6             80           0          150           70             0           0             0               0      0       0       0       1       0       0       0
16       5      0       2       2        1            1            1          "Black Dragon Gloves"                76      22        6             74           0          170           60             0           0             0               0      0       1       0       0       0       0       0
17       5      0       2       2        1            1            1          "Dark Phoenix Gloves"                86      37        6             80           0          205           63             0           0             0               0      0       2       0       0       0       0       0
18       5      0       2       2        1            1            1          "Grand Soul Gloves"                  70      20        5             67           0          49            10             0           0             0               0      2       0       0       0       0       0       0
19       5      0       2       2        1            1            1          "Divine Gloves"                      72      29        6             74           0          50            110            0           0             0               0      0       0       2       0       0       0       0
20       5      0       2       2        1            1            1          "Thunder Hawk Gloves"                88      34        7             82           0          150           70             0           0             0               0      0       0       0       1       0       0       0
21       5      0       2       2        1            1            1          "Great Dragon Gloves"                94      48        6             86           0          200           58             0           0             0               0      0       2       0       0       0       0       0
22       5      0       2       2        1            1            1          "Dark Soul Gloves"                   87      30        6             75           0          55            18             0           0             0               0      2       0       0       0       0       0       0
23       5      0       2       2        1            1            1          "Hurricane Gloves"                   102     45        7             90           0          162           66             0           0             0               0      0       0       0       1       0       0       0
24       5      0       2       2        1            1            1          "Red Spirit Gloves"                  84      38        6             80           0          52            115            0           0             0               0      0       0       2       0       0       0       0
25       5      0       2       2        1            1            1          "Light Plate Gloves"                 42      12        7             42           0          70            20             0           0             0               0      0       0       0       0       1       0       0
26       5      0       2       2        1            1            1          "Adamantine Gloves"                  57      18        6             56           0          77            21             0           0             0               0      0       0       0       0       1       0       0
27       5      0       2       2        1            1            1          "Dark Steel Gloves"                  75      21        5             70           0          84            22             0           0             0               0      0       0       0       0       1       0       0
28       5      0       2       2        1            1            1          "Dark Master Gloves"                 89      29        4             78           0          80            21             0           0             0               0      0       0       0       0       1       0       0
29       5      0       2       2        1            1            1          "Dragon Knight Gloves"               114     60        7             90           380        170           60             0           0             0               0      0       2       0       0       0       0       0
30       5      0       2       2        1            1            1          "Venom Mist Gloves"                  111     44        7             86           380        44            15             0           0             0               0      2       0       0       0       0       0       0
31       5      0       2       2        1            1            1          "Sylphid Ray Gloves"                 111     50        7             86           380        38            80             0           0             0               0      0       0       2       0       0       0       0
32       5      0       2       2        1            1            1          "Volcano Gloves"                     127     55        7             95           380        145           60             0           0             0               0      0       0       0       1       0       0       0
33       5      0       2       2        1            1            1          "Sunlight Gloves"                    110     40        5             82           380        62            16             0           0             0               0      0       0       0       0       1       0       0
